text,breakfast_po,breakfast_ne,dinner_po,dinner_ne,bath_po,bath_ne,service_po,service_ne,state_po,state_ne,facility_po,facility_ne,room_po,room_ne
海外ならチップ奮発するところですが、日本でよかった（笑）朝食はその場でオムレツを焼いてくれたり、うどんがあったりとサービスはよいのですが、ちょっと品数が少ないかな。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
あとこれはどのホテルでもそうなんですが、ソーセージがおいしくない…比較するのも悪いんですが、東京とかのビジネスホテルで中級以上はソーセージが違うんですよね。,0,1,0,1,0,0,0,0,0,0,0,0,0,0
温泉も気持ちよく朝のバイキングの名古屋メシはサイコーでした。,1,0,0,0,1,0,0,0,0,0,0,0,0,0
気になるところは廊下の天井が低いのと、部屋数がたくさんあり、温泉が集中するとお風呂まちになるところくらいですかね。,0,0,0,0,0,1,0,0,0,0,0,1,0,0
部屋もまあまあ良かったですし、食事もバイキングでいろいろ食べれて良かったです。,1,0,1,0,0,0,0,0,0,0,0,0,1,0
お風呂は、本館のほうが使用できませんでしたが、別館のほうのお風呂で満足でした。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
お食事は全体の品数そのものは以前より減った気もしますがその分きちんと要点は押さえられており、美味しくて充実していてとても満足です。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
部屋はシングルだと少々狭いですが、ズボンプレッサーも部屋に備え付けてあり、これは気が効くなと思いました。,0,0,0,0,0,0,0,0,0,0,1,0,0,1
総じてレベルが高く、落ち着くホテルです。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
プールも宿泊日はチェックイン前から入れました！,0,0,0,0,0,0,1,0,0,0,1,0,0,0
朝食の品数が、そこまで多くないですが味と素材が大満足です。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
朝の7時にビュッフェ会場に入りましたが、並ばずにスムーズに入れました。,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ひっつみもスープだけになっていました。,0,1,0,1,0,0,0,0,0,0,0,0,0,0
チキンナゲット、ポテトが固くて美味しくなかったのがです。,0,1,0,1,0,0,0,0,0,0,0,0,0,0
来館の車の数から混雑してるだろうと思いきや、館内の広さからかそれは感じられず、風呂、バイキング会場全て満足できました。,0,0,0,0,1,0,1,0,0,0,1,0,0,0
館内は綺麗に清掃されており外観は古そうですが落ち着きのある感じでよかったです。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
お料理は釜飯はおいしかったですが瓦そばがでましたが外でお昼に食べた味のほうがおいしかったです。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
このような細やかな気遣いが、「また行きたい」と感じさせるプロの業なのだと思います。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
お食事も申し分ございませんでした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
施設全体に清潔感があり、快適に過ごす事が出来ました。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
バイキングは品数、味も良かったと思います。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ホテルの外観からの想像とは異なり、内装や部屋、トイレやお風呂も奇麗で、和室は広くはなかったですが十分な大きさでした。,0,0,0,0,0,0,1,0,0,0,1,0,1,1
朝食バイキングの種類も豊富で、岩盤浴も無料で満喫でき、この値段は大変お値打ちだと思います。,1,0,0,0,1,0,0,0,0,0,0,0,0,0
③表の鉄階段でも、朝の時間帯は開放するべきです。,0,0,0,0,0,0,0,1,0,0,0,1,0,0
他のビジネスでも普通にやっています。,0,0,0,0,0,0,0,1,0,0,0,1,0,0
入口から逆流を心配するなら、マンションのように外からは開かなくすれば問題ないかと④水のサービスがありますが、ただフロントにおいてあるだけで、持って行きづらいです。,0,0,0,0,0,0,0,1,0,0,0,1,0,0
⑤正月限定の生ビールサービスはとても良いです,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ヴュッフェの内容は良かったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
お部屋の掃除も毎日行き届いてました。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
和食も洋食もどっちも置いてあって気分で選んで食べれるのがとても良かったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ドリンクもたくさんあり、日替りの海老カツと豚と野菜の旨煮が特に美味しかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
無料シャトルバスはうれしいけど、約３０分かかるから最初から最後まで立って乗るのはきつい。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
部屋は清潔感があって良い。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
風呂は明るくきれいで広い。,0,0,0,0,1,0,1,0,0,0,0,0,0,0
結論としては、この価格でこの質の宿泊をできるのであれば大満足です！,1,0,1,0,1,0,1,0,1,0,1,0,1,0
とても広い部屋で窓の外は海、風呂場からも海が見えて雰囲気のいい空間でした。,0,0,0,0,1,0,0,0,0,0,0,0,1,0
期待のハードルを上げ過ぎたのかもしれませんが…総合的にとてもいい旅館だったと思います。,1,1,1,0,1,0,1,0,1,0,1,0,1,0
お部屋は快適で、また朝ごはんも良かったのですが、一点残念だったのが湯船にお湯をはったところ泡立ってきたことです。,1,0,0,0,0,1,0,0,0,0,0,0,1,0
お部屋も思っていたより広く、綺麗で良かったです。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
接客も凄く丁寧でお料理も美味しかった。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
食事のバイキングも美味しかったですし、種類も多く良かったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
感想としては、値段相応の満足が得られました。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
お食事もバイキングでしたの種類は豊富で楽しめました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
朝食は時間帯でトースターが込み合い使えないのが残念です。,0,1,0,0,0,0,0,1,0,0,0,0,0,0
トースターは安いので増設されたほうが良いのではないでしょうか。,0,1,0,0,0,0,0,1,0,0,0,0,0,0
味は良かったのに残念。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ところで一つだけ不満に思ったのは浴室の浴槽が水垢で汚れているような感じだったのでシャワーだけで済ましました。,0,0,0,0,0,1,0,1,0,0,0,0,0,0
価格・部屋の仕様・サービスは、充分満足！,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ただ、朝食付きにしたけれど…内容は種類豊富でしたが好みに合わずだったので素泊まりでも良かったかなぁというのが本音でした。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
朝食会場のスタッフも人手不足なのか疲れているのか対応が悪かったです。,0,1,0,0,0,0,0,1,0,0,0,0,0,0
あと無料送迎バスは楽しいけど不便でした。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
フリードリンクと朝食付きは値段からみても良いと思います。,1,0,0,0,0,0,0,0,0,0,1,0,0,0
残念なのは設備が古い為か、浴槽底が気になったのとエレベーターの揺れが気になりました。,0,0,0,0,0,1,0,0,0,0,0,1,0,0
コンフォートホテルなら間違いないと思わせてくれる、よい体験でした。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
スープも和と洋用意されていて、なによりもコーヒーがいつでも無料で飲めるのが最高でした。,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ここはお料理もローストビーフが出たり、煮物やデザートも凝っていて本当に美味しいです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
賞を取るだけがあるお食事です。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
離乳食があるのも助かります。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
住みたいね、なんて話した位です。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
風呂とトイレが別で一人暮らしの部屋の様です。,0,0,0,0,1,0,0,0,0,0,0,0,1,0
朝食の満足度が高い事に加えて何よりもフロントのサービスに一番満足しています。,1,0,0,0,0,0,1,0,0,0,0,0,0,0
水風呂も常温ではなく、冷たく気持ちの良いものでしたし、タオルなども部屋のタオルとは別に用意されているなど心配りがされていました。,0,0,0,0,1,0,0,0,0,0,1,0,0,0
すりガラス残念そして、高額すぎあと、コーヒが飲めますが大荷物だったため部屋に運ぶのを断念部屋でインスタントでもあればいいのにな！と思いました。,0,0,0,0,0,0,0,1,0,0,0,1,0,1
部屋も前の人のかツケマツゲが置かれていてすごい不快な思いをした。,0,0,0,0,0,0,0,1,0,0,0,0,0,1
風呂はよかったがおむつ外れてない子がだめなことはちゃんと記載をしててほしかった。,0,0,0,0,1,1,0,1,0,0,0,0,0,0
食事、風呂の他、働いている方のサービスも好感が持てます。,1,0,1,0,1,0,1,0,0,0,0,0,0,0
最新の洋画の吹き替え版が、多いのと、食事と入浴が、特に気に入ってます。,1,0,1,0,1,0,0,0,0,0,1,0,0,0
当日は天候が悪かったのですがホテルは全てにおいて良かったです。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
お部屋もグレードアップして頂きお食事も全て美味しく品数も多く食べきれずギブしました。,1,0,1,0,0,0,1,0,0,0,0,0,1,0
お風呂も打ち上げ花火も最高です。,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ロビーや部屋はとてもきれいで気持ちよく、フロントの方も感じが良かったです。,0,0,0,0,0,0,1,0,0,0,1,0,1,0
立地も分かりやすいですが、行く道が賑やかではないので、夜だと駅からやや遠く感じるかもしれません。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
朝食は、パンはまずくはないですが普通でした。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
後は・エレベータが４機しかないのでチェックアウト（7:30-9:00）時間は相当待たされる。（低層階の人は特に）,0,0,0,0,0,0,0,1,0,0,0,1,0,0
トイレとお風呂がセパレートだったので良かったです。,0,0,0,0,1,0,0,0,0,0,0,0,1,0
三連休中日にもかかわらず、広い部屋にアップグレードしていただきたいへん快適に過ごせました。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
チェックインするときに、ホテルのご厚意で羨望の良いお部屋にしていただき、満月と夜景がきれいに見えました。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
食事は、5:30?にするとビールがサービスになって、又お料理はコックさんのセンスが光るとても美しい盛り付けの美味しいコース料理でした。,0,0,1,0,0,0,1,0,0,0,0,0,0,0
お給仕の方も明るくて楽しいお食事時間でした。,0,0,1,0,0,0,1,0,0,0,0,0,0,0
お風呂がトイレと一体型のユニットバスで、最初、用を足すのに扉を開けると臭ったのが残念なところでした。,0,0,0,0,0,1,0,0,0,0,0,0,0,1
相対的にとても良いホテルだったと思います。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
子供連れの方とかもいましたが、廊下・近くの部屋とも静かでよく眠れました。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ライブキッチンで沢山のシェフが次々に料理を作っていました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
種類も豊富で、特に夕食のローストビーフと朝食のフレンチトーストがおいしかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
子供はコールドストーンのアイスクリームに喜んでいました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
施設自体は若干古さを感じましたが、普段と違って、のんびりと温泉で過ごすにはちょうど良かった感じです。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
食事が部屋付きのダイニングだったのは、とても良かったです。,1,0,1,0,0,0,0,0,0,0,1,0,0,0
また機会と予算があれば利用したいです。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
特に天ぷらが揚げたてで食べられたので、そればっかり食べてしまいました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
お風呂は多くて、楽しいのですが、時間割が女性優先が多く、要注意です。,0,0,0,0,1,1,0,1,0,0,0,0,0,0
かつお、普段食べている物とは比べ物にならないくらいおいしかったです！,1,0,1,0,0,0,0,0,0,0,0,0,0,0
夕食はホテル内の居酒屋で済ませましたが金額も良心的で良かったです。,0,0,1,0,0,0,0,0,0,0,1,0,0,0
すぐにトイレを利用したら、手洗い場にタバコの灰がそのまま、トイレのごみ箱には吸い殻が入っていました。,0,0,0,0,0,0,0,1,0,0,0,0,0,1
フロントにすぐ連絡して掃除を頼み、掃除してもらっている間に着替えようと浴衣を探すと、浴衣の上に着る「半纏」が5枚？,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2枚は紐がきれいに結んであることを考えると前の使用した半纏をただ畳んで置いてあるとしか思えずこれもフロントに報告。,0,0,0,0,0,0,0,1,0,0,0,1,0,0
食事時お詫びにワインを頂き、仲居さんが記念日を一生懸命盛り上げてくれたので食事もおいしく楽しく頂くことができた事だけが救いでした。,0,0,1,0,0,0,1,0,0,0,0,0,0,0
個人的には、とてもいいホテルなのにとても残念。,1,1,1,1,1,1,1,1,1,1,1,1,1,1
温泉街から少し離れているので、心配しましたがバスが30分おきに出ていたので良かったです。,0,0,0,0,0,0,1,0,0,1,0,0,0,0
部屋は2人で泊まるには勿体ないくらい広く良かったですが、ポットが床にあったので、それは何か机の上に置いといてほしかったです。,0,0,0,0,0,0,0,1,0,0,0,0,1,0
料理はたくさんの種類もあり、刺身もお肉も美味しかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
温泉も清潔で半露天風呂も良かったです。,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ホテルが新しくて清潔。,0,0,0,0,0,0,1,0,0,0,1,0,1,0
天気が悪くて窓の外は工事の足場がありましたが、朝食時は海を眺めながらのバイキングを楽しめました。,1,0,0,0,0,0,0,0,1,0,0,0,0,1
メニューの選択肢が少なかったのが残念でしたが、連れは刺身の盛り合わせが美味かったと。,0,0,1,1,0,0,0,0,0,0,0,0,0,0
お部屋は清潔で過ごしやすかった。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
風呂場にfaceタオルなどあると、良いと思った。,0,0,0,0,0,1,0,0,0,0,0,1,0,0
大浴場は、お湯が柔らかく気持ちが良いが、洗面所の上の方は埃が溜まっているのでドライヤーの際に、埃が舞っていたのが不快、それと、口々にクレンジングクリームが部屋にしかないので、困ったと言っていたので大浴場にも置いたら良いかと思う。,0,0,0,0,1,1,0,1,0,0,0,1,0,0
お食事は、朝も夜もとても美味しくお腹いっぱいになりました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
お部屋は広いうえにチェックアウトは12時まででしたのでゆったりと過ごすことができました。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
昨年も宿泊し、お料理のおいしさに感激しましたが、今回も、生ウニ、アワビの踊り焼き、キンキの煮付け、フカヒレの姿煮と、海鮮好きの私にとっては大満足のお料理でした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
素敵なお部屋から見る景色とお料理に大満足でした。,1,0,1,0,0,0,0,0,0,0,0,0,1,0
夕朝食は、年齢問わずおいしく頂けると思います。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
バイキングはとても満足でした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
カナダフェァーもお得で、ブリがとてもおいしく５皿食べました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
清潔感、アメニティーどれも満点だと思います。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
次回はこちらを拠点にさせて頂きます！！,1,0,1,0,1,0,1,0,1,0,1,0,1,0
朝食無料、コーヒー等ドリンク無料、全室禁煙、この立地でこの料金、このホテルを勧めない理由はありません。,0,0,0,0,0,0,0,0,1,0,1,0,1,0
フロントにでも言えば、すぐに交換してもらえて問題なかったと思いますが、準備するときに少し気をつけていただければと思いました。,0,0,0,0,0,0,0,1,0,0,0,1,0,0
掲載されている写真とはどう考えても違う。,0,0,0,0,0,1,0,1,0,0,0,0,0,0
外国人の方が例え片言でも、あれだけ一生懸命に丁寧な対応ができるのに、フロントにいらっしゃる、恐らく勤続年数も経験も豊富だと思われる日本人のスタッフの接客に何一つおもてなしの心がないと言うのはどう言う事ですか？,0,0,0,0,0,0,1,1,0,0,0,0,0,0
お値段を考えたら大変満足いくホテルだと思います。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
食事も王様のビュッフェというだけあって、どれもおいしく食べました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
今まで食べたビュッフェの中でも、一番おいしかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
部屋も設備も満足です。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
部屋もホテルも清潔感があり、夜景も綺麗で、ゆっくり滞在出来ました。,0,0,0,0,0,0,1,0,1,0,1,0,1,0
いつも、鉄道利用ですが、少し駅から離れているのですが最近は駅北の再開発により周辺が発展して歩きやすさなど利便性が大変向上しましたし、ホテルに到着すれば、旧アーケード街にも近いという楽しさもあります。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
また、従業員の方は、フレンドリーで丁寧ですし、朝食場所の机などの配置はゆったりしており落ち着いて朝食を過ごす事ができ十分満足できました。,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ただ、ちょっと気になる点として、閑散日だったためか、2階の部屋になったのですが、共用部のじゅうたんの染みなどが目立っていたり、壁の汚れがあったり、かなり激しい使用感が漂っていました。,0,0,0,0,0,0,0,1,0,0,0,0,0,1
直近に宿泊しましたひつじルームなどがある高層階では、そのように感じなかったので、やはり低層階は使用率が高いと思われますし、ホテルもオープンから10年近くになるのでその辺りの戦略的なリニューアルも今後必要になってくるかと思います。,0,0,0,0,0,0,0,0,0,0,0,1,0,1
室内に関してはいつもながらしっかり清掃が行き届いており、きれいに使用されて保たれているので安心できます。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
スタッフの方も親切で、前回の宿泊データから伝えずとも空気洗浄器があったり、本当に気持ちよく対応していただきました。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
貴ホテルの風呂は広さ、泉質、設備共に大満足の温泉に何度入っても飽きないほどでした。,0,0,0,0,1,0,0,0,0,0,1,0,0,0
貴ホテルは以前他県での宿泊時、部屋、サービス、温泉に感激し特に朝食の種類の多さと美味しさに、ここ大分OPENを楽しみにしておりまいた。,1,0,0,0,1,0,1,0,0,0,0,0,1,0
期待以上に朝食は味、特に朝食会場のスタッフが丁寧な対応には特徴を強く感じました。,1,0,0,0,0,0,1,0,0,0,0,0,0,0
多くの大分郷土料理が楽しめ、椎茸カレーは美味しく頂きました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
特に、風呂とトイレが独立しているのは良かったです。,0,0,0,0,1,0,0,0,0,0,0,0,1,0
団体客が多かった為か、掃除が行き届いてないし、小さいお風呂のシャワーは固定出来ないので使いづらかったです。,0,0,0,0,0,1,0,1,0,0,0,0,0,0
口コミが良いのが本当に理解出来ました。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
部屋出しの料理も最高。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
立地やホテルの一階にあるお土産さんも品数が多いし草津で泊まるなら一井さんしか考えられないくらい満足でした。,0,0,0,0,0,0,0,0,1,0,1,0,0,0
フロントスタッフは、とても丁寧で、施設内にさり気ない気遣いが施され、感心しました。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
他の従業員の方はとても感じが良くて、部屋もきれいだし、お風呂も大きくて楽しく過ごせたのに夕食だけが残念でした。,0,0,0,1,1,0,1,0,0,0,0,0,1,0
／夕食の会席料理，朝食のビュッフェ，いずれも満足できました．,1,0,1,0,0,0,0,0,0,0,0,0,0,0
最寄りの舞阪駅と結ぶ無料シャトルバスを利用できますが，本数が限られているので要注意です．,0,0,0,0,0,0,1,1,0,0,0,0,0,0
お食事も美味しく、温泉も良かったです。,1,0,1,0,1,0,0,0,0,0,0,0,0,0
朝食の時、お世話される方がお一人だったので大変そうでした。,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ご飯のお代わりはセルフの方が手間もはぶけるし、こちらも好きな分量入れられると思いました。,0,1,0,0,0,0,0,1,0,0,0,0,0,0
松本での定宿ですが、今回、朝食会場がリニューアルされており、動線等の整理が出来ていた様な気がします。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
お部屋は、３階でしたが眺望は良かったですが、昔ながらの旅館を改装しました感が半端なかったです。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
食事は、大人も子供もとても満足のいくものでした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ただ、夫ですら量が多いと言うくらいのボリュームで、私も子供も食べきれませんでした。（変わりに夫が頑張って食べてくれましたが）,1,1,1,1,0,0,0,0,0,0,0,0,0,0
食事処に居られた外国の男性の方が、とても気遣いのできる方で、大変有り難かったです。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
とても清潔な館内、種類の豊富で美味しいバイキング、広々とした棚湯、そしてなんと言ってもおもてなしをしようという従業員の雰囲気で、毎回本当に気分良く過ごさせていただいています。,1,0,1,0,1,0,1,0,0,0,1,0,0,0
チケットがついてこの値段？とビックリするほど、サービスも施設も申し分のないホテルでした！,0,0,0,0,0,0,1,0,0,0,1,0,0,0
宿泊カードがないとエレベーターに乗れないのでセキュリティもきっちりしており安心して泊まれます。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
部屋のお風呂はキレイでしたが大浴場がないのは残念。,0,0,0,0,0,1,0,0,0,0,0,0,1,0
全体として満足ですが、フロントの方がもう少し笑顔があるとうれしかったです。,1,0,1,0,1,0,1,1,1,0,1,0,1,0
お料理も豪華で、大満足でした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
料理も大変美味しいかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
食事はバイキングで懐石料理に負けず劣らずの品揃えと美味しさでした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
しかし土曜日で人がごちゃごちゃで落ち着いての食事とはかけ離れていたのが残念です。,0,1,0,1,0,0,0,0,0,0,0,0,0,0
部屋も広く清潔感があり、夜もゆっくりと眠れ、疲れを残さず翌日元気に行動する事が出来ました。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
夕食も朝食もバリエーション豊富で美味しかったです！,1,0,1,0,0,0,0,0,0,0,0,0,0,0
帰ってからアレも食べればよかったこれも食べればよかったと後悔しました、、（笑）屋上の露天風呂は星空がよく見えて素敵でした！,1,0,1,0,1,0,0,0,0,0,0,0,0,0
清掃もゆきとどいていて気持ちよく安心して過ごせました。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
料理も会津料理の趣向が凝らされていて、満足しました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
懐かしい「こづゆ」もだされて、鍋料理も有りボリューム感もほどよく大満足しました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
部屋も広かったですし、朝食もおいしかったです。,1,0,0,0,0,0,0,0,0,0,0,0,1,0
夕食のブッフェですが、食べ終わったお皿をさげにきて下さいましたが、食べ終わったお皿は横に外しておくのだから、あまりバタバタと前のお皿まで下げなくてもいいのになとは思いました。,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ゆったりと食べれる雰囲気作りも大切かなと思います。,0,0,0,1,0,0,0,1,0,0,0,0,0,0
夜のラーメンも朝食もすごく美味しくてよかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
部屋も落ち着いた感じで良かったと思いながら寝ようと電気を消したら、窓に障子だけのため明るくて真っ暗になりませんでした。,0,0,0,0,0,0,0,0,0,0,0,1,1,0
すごくいい感じのホテルだと思っただけに、ぐっすり時間まで眠れないのはとても残念でした。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
新しくとてもキレイでした。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
食事もとっても美味しくて、連泊でしたがメニューも一部変わって楽しめました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
決めては清潔感で、バスルルームも臭い等なく快適でした。,0,0,0,0,1,0,1,0,0,0,0,0,0,0
全般的には良いホテルでした。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
早割プランじゃないと、やや割高な印象を受けますが、大浴場があり、朝食無料で、ドリンクバーも24時間利用可能…と、日帰り湯＋漫画喫茶と言った感じで、ふかふかの布団で横になれるので、個人利用にはぴったりだと思います。,1,0,0,0,1,0,0,0,0,0,1,0,0,0
ただ残念だったのが、コインランドリーがあったのはとても助かりましたが先客の方達が終わっているにも関わらず三台とも取りに来られてなくて難儀しました。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
部屋もお風呂もホテル全体的にきれいで気持ちよかったです。,0,0,0,0,1,0,1,0,0,0,1,0,1,0
ですが立地もよく、ホテルもキレイで気持ちよく、朝ごはんも鯛めしがあったりビュッフェも充実してましたし、また松山に行く際には利用したいと思いました。,1,0,0,0,0,0,1,0,1,0,1,0,0,0
部屋から見える景色も綺麗で、部屋もしっかりと掃除されていて、快適に過ごせました。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
温泉もお食事も本当に良かったです。,1,0,1,0,1,0,0,0,0,0,0,0,0,0
また駐車場もあり大変立地がよかった。,0,0,0,0,0,0,0,0,1,0,1,0,0,0
施設が新しく清潔感がありました。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
プールのような匂いがキツく体からなかなかとれませんでした…お湯も時間帯が遅かったのもありますがいろいろ浮いていて気持ち悪かった…総合からするとまた利用したいと思えるホテルです,0,0,0,0,0,1,0,1,0,0,0,0,0,0
風呂は小さく、トイレも狭い空間で苦労します。,0,0,0,0,0,1,0,0,0,0,0,0,0,1
コーヒーが２４時間飲めるサービスも助かります。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
想像以上に食事が美味しかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
部屋食なので、犬と離れずに食事が出来るのはとても安心でしたし、必要最低限しかスタッフの方とは顔を合わせないので、本当に家のようにくつろげました。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
あえて意見を言わせもらえれば、2点ありましてルミナの無料チケット（腕に巻く入場券）をチェックイン時にいただけたので、しっかり行きましたが、そのチケットを誰にもチェックされずに部屋に戻れました。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
