text,breakfast_po,breakfast_ne,dinner_po,dinner_ne,bath_po,bath_ne,servis_po,service_ne,state_po,state_ne,facility_po,facility_ne,room_po,room_ne
還暦の記念に利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今年もこの時期を狙って野菜食べに行きました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回は新しい発見ができました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
お風呂は三館とも入ってみましたが、勝手に順位をつけるなら、1位紅葉館2位千秋閣3位ホテル花巻です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
比べて歩くのも楽しみの一つですねまた暖かくなったら足を伸ばしたいとおもいます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帰省時に利用させて頂いております。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帰省の際はまた利用したい宿です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
彼の誕生日記念で宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
またいつか泊まりに行きたいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
２泊しましたが、静岡観光満喫できました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
同行の友人は寝続けていましたが、私はダメでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
冬だと気にならないことかも知れません。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
三連泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
おかげ様で残った仕事も完了させることができました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
全国にグループがあるようなのでまた利用したいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2度めの利用になります。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
同一プランで予約できず、違うプランを組み合わせて3泊利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都マラソンと重なった関係で、安い価格帯の予約が取れなかったのだと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
博多でもドーミーインに宿泊して大浴場がついててよかったので、今回も予約しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また泊まりに行きます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フロント、,0,0,0,0,0,0,0,0,0,0,0,0,0,0
部屋は2段ベッドでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
親子バイクツーリングの途中、一泊利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
何を重視するかというところ。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また利用させてもらいます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私の、還暦祝の、旅を、愛犬連れてしたいと思いつき、誕生日の前日、急きょ予約し、来訪しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
翌日、誕生日を迎え60歳になった私、最高な思い出に、主人と愛犬とこれたこと、本当に良かったです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また、来たいねと主人と、再訪を誓いました,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8月4日に宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また、利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新館和室に宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夜の飲食も不自由無いです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回、出張で利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1点だけ残念だったのは、私が静電気持ち？,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
前回宿泊した際に部屋、温泉、朝食内容、サービスなど非常に良かったので、また今回の鹿児島旅行でも利用させていただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島市内の宿泊では絶対にお勧めしたいホテルです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スキー旅行の為、朝食付き1泊で利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
館内に3ヶ所温泉があり、時間で男女入れ替え制でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朝食は和食中心のメニューでバイキングでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
館内が非常に広く、朝食の場所、お風呂と移動に少々時間がかかりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ですが、冬になったらまた行きたいと思う宿でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また季節を変えて伺いたいと思います☆,0,0,0,0,0,0,0,0,0,0,0,0,0,0
初めてお世話になりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朝食をランチに変更だと朝ゆっくり出来ていいかなあとこちらのプランを予約しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チェックインの際にはその事は触れられる事はなく朝食券を渡されました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ただ、こちらも11時にチェックアウトしてとくしま動物園にゆっくり滞在出来たので結果的には良かったです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
又の機会がありましたらよろしくお願いいたします。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2回目の宿泊でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また行きたいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4月15.16日に連泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3連休の中日に宿泊したため、ホテル内は部活の遠征で利用している学生や、中国人観光客が大勢いました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
次回も機会があれば是非、利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7月27日に家族旅行で利用させてもらいました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また機会がありましたら利用させてもらいます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イルミネーションを目的で利用させていただきました．,0,0,0,0,0,0,0,0,0,0,0,0,0,0
あと，楽天からのメールが予約した内容と違ってたので焦りました．,0,0,0,0,0,0,0,0,0,0,0,0,0,0
初めての北海道でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスパは良いと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回で３回目の宿泊でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
平日宿泊だったのでお風呂も混んでなく快適でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
着いてすぐと朝と２回入りました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
お世話になりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
価格もとてもリーズナブルで助かりました?！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3月19日から一泊させていただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また是非利用したいです！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12月は夫婦で、先週末には家族で利用させてもらいました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
機会があれば、是非また利用したいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
生後8ヶ月の赤ちゃんと一緒に宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和室の部屋に案内いただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
生後8ヶ月ではいはいを始め目を離すと色々なものを口に入れる時期ですが。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
お値段はその分高いですが、子どもの安全には変えられないので子どもが小さいうちはまたリピートすると思います！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ホテルとは直接関係ないですが、ロビーにリーフレットがおいてあった「みょうばんの湯」に行ってみました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今どき390円という低価格で入浴できる温泉銭湯で、しかも源泉かけ流し・・・時間のある人は是非お勧めしたいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島に行く機会があれば、またお世話になりたいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
・宿泊プラン子供用寝具ありで予約。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大人2人子供1人で6万円でこれは衝撃でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
